user,user_id,degree_centrality_values,eigenvector_centrality_values,page_rank_centrality_values
nathan33,1063772125,4.269125683060109e-05,7.508913591789149e-13,1.3233886084292843e-05
maldonadoholly,1025251082,4.269125683060109e-05,8.777077702976066e-13,1.2712308666626534e-05
erica83,1067421214,4.269125683060109e-05,2.602409786578059e-11,1.3109736583495552e-05
miguel83,1049060221,4.269125683060109e-05,2.5457057425267928e-11,1.2659057330003914e-05
joannapearson,1048331134,4.269125683060109e-05,1.748138835720574e-12,1.2686610679139186e-05
scottmaurice,1028184459,6.403688524590164e-05,3.9537731785542824e-13,1.785137300326629e-05
susannewton,1073837990,4.269125683060109e-05,2.5457660334530062e-11,1.2454419947957891e-05
zsanchez,1096485678,4.269125683060109e-05,1.5666543440698514e-10,1.2188027549475494e-05
katherinesmith,1025804379,4.269125683060109e-05,8.541538473692281e-13,1.2613689431411835e-05
kristincarr,1053749606,4.269125683060109e-05,8.595905936980704e-13,1.2497548250371755e-05
rfrancis,1014520778,6.403688524590164e-05,7.232990988422667e-07,1.713753176880896e-05
reyeseric,1053790526,4.269125683060109e-05,4.065758420045614e-10,1.3002800245887087e-05
webbanne,1033274707,0.00021345628415300546,3.0606929416617545e-05,4.882764021367804e-05
jacobthompson,1027434539,6.403688524590164e-05,5.803142076382831e-11,1.6806480359027784e-05
hardyjason,1031459404,0.00034153005464480874,1.9090949365933714e-09,7.429526174921111e-05
elizabethgray,1094135523,0.0002774931693989071,5.528942889577077e-10,6.346798037140814e-05
wrogers,1098164011,6.403688524590164e-05,2.0907337260709425e-12,1.738112716085107e-05
mcooper,1013148712,0.00017076502732240437,7.001710918747123e-11,3.7953721908558486e-05
mercedes32,1030292229,0.0008751707650273224,2.2311196510395766e-08,0.00019219629161725907
ybell,1077496572,0.0005549863387978142,6.446171905685631e-10,0.00012048033425500875
jeremiahmason,1037833717,0.00010672814207650273,5.740584375863723e-10,2.583364917153419e-05
yvaughn,1004838756,0.00019211065573770491,5.960026098561722e-10,4.2940653839408e-05
kcarrillo,1001810277,0.000234801912568306,5.893058724075183e-10,5.39828347194776e-05
rblair,1004880794,0.00017076502732240437,9.199377172519197e-11,3.872218502715508e-05
ndavis,1061814143,0.00012807377049180329,7.25345434349621e-11,3.0245117830526985e-05
morrisjesse,1061343129,4.269125683060109e-05,4.57414080838552e-11,1.1323132413581715e-05
xeverett,1019643087,4.269125683060109e-05,7.017912250407132e-11,1.1294375002756372e-05
warnermark,1020007093,0.00010672814207650273,5.847721796768805e-11,2.639930840443858e-05
christopherrichard,1078003375,0.00012807377049180329,2.184078875685293e-08,3.0325986707331297e-05
dmoss,1085957133,4.269125683060109e-05,5.716884381433266e-10,1.114504636496938e-05
npugh,1063677592,4.269125683060109e-05,5.848219891597724e-11,1.1567446068801775e-05
mortonolivia,1044452473,0.00012807377049180329,2.7787228115893016e-11,3.220209965115313e-05
ucohen,1095109705,0.00012807377049180329,4.001376068844207e-11,3.1949259723396946e-05
eford,1026532829,0.00010672814207650273,7.639929462663289e-10,2.709861644807388e-05
williedavis,1013898656,4.269125683060109e-05,1.3819045772922933e-11,1.208312565076256e-05
randerson,1032511878,4.269125683060109e-05,1.3965445653889674e-11,1.2151317187429509e-05
wsmith,1008031981,4.269125683060109e-05,2.6901680374718552e-11,1.1866743839726092e-05
anitaruiz,1073085430,6.403688524590164e-05,2.7151960571019674e-11,1.6871610148851e-05
jacobglover,1049150965,6.403688524590164e-05,1.4428119245688055e-11,1.7713822546657026e-05
lisa93,1079123335,4.269125683060109e-05,2.8206888836072797e-11,1.1608197758661885e-05
robertastone,1040266699,4.269125683060109e-05,2.57844109384348e-11,1.2172118282832211e-05
eugenesmith,1088696864,0.00012807377049180329,3.0608374111418515e-10,3.0396037689468152e-05
bakertammy,1048933703,0.00019211065573770491,3.306416809462755e-11,4.478083095435055e-05
uscott,1061959732,0.00014941939890710383,4.5681323976042096e-11,3.549157277843456e-05
nicolehall,1051140881,4.269125683060109e-05,1.6838517316301675e-11,1.1292765657751503e-05
seanhoward,1001206882,4.269125683060109e-05,1.6838517316301675e-11,1.1292765657751503e-05
teresa63,1090176970,0.00025614754098360657,5.86032787395091e-10,5.7762851853986066e-05
ryancharles,1071619035,0.00010672814207650273,1.0708165938764065e-09,2.5579759451671662e-05
kathleenfisher,1027086702,0.00010672814207650273,5.537279363471682e-10,2.582336820175133e-05
rachel43,1031545787,8.538251366120219e-05,5.435987737968534e-10,2.1388464934108712e-05
robinsonlee,1045976323,4.269125683060109e-05,5.397682775976174e-10,1.1684360594388606e-05
westcarrie,1090398723,0.00012807377049180329,5.672420767117162e-10,3.184204717366048e-05
amyrios,1053333747,0.00017076502732240437,1.318480616499663e-09,4.0832800678095356e-05
thompsonmelanie,1058679508,6.403688524590164e-05,5.281161050961712e-10,1.721453147689702e-05
hernandezedward,1015659495,0.00010672814207650273,5.410788847018542e-10,2.6280703221338775e-05
omcdaniel,1088825200,6.403688524590164e-05,5.280520484155075e-10,1.676795813305665e-05
rossadam,1059091167,6.403688524590164e-05,5.39820918477727e-10,1.7000320934923246e-05
audrey94,1082729894,6.403688524590164e-05,5.533414040223002e-10,1.6638336309307187e-05
watsonjoshua,1043355607,0.00012807377049180329,5.41971046822485e-10,3.1251189197125377e-05
fuentesluke,1051045770,8.538251366120219e-05,5.280537416277743e-10,2.233884017360021e-05
katherine21,1049784358,6.403688524590164e-05,5.401063009107169e-10,1.739337789049379e-05
christopher58,1028294028,4.269125683060109e-05,5.278053493239367e-10,1.1750644496155935e-05
fturner,1053072752,4.269125683060109e-05,5.400872466232882e-10,1.1665069565570345e-05
beardsheryl,1069290362,8.538251366120219e-05,5.425261839047745e-10,2.2229212308679406e-05
judy59,1072855135,4.269125683060109e-05,5.276717068958517e-10,1.1926591460467372e-05
ashley75,1003780105,4.269125683060109e-05,5.276463792681003e-10,1.2180900672741978e-05
ssmith,1038512560,4.269125683060109e-05,5.276463792681003e-10,1.2180900672741978e-05
johnhughes,1000750080,6.403688524590164e-05,5.281465530447184e-10,1.7010241783562018e-05
hunter63,1094662827,4.269125683060109e-05,5.270853697751167e-10,1.2137449717478784e-05
victoria55,1017789127,4.269125683060109e-05,5.407660068410481e-10,1.138518494724371e-05
nicholebrown,1002219487,4.269125683060109e-05,5.281075785321457e-10,1.1988071057844998e-05
millsthomas,1032599259,8.538251366120219e-05,5.433306462143837e-10,2.1212007377706667e-05
megantaylor,1045806842,4.269125683060109e-05,5.281485738947127e-10,1.167030109574083e-05
deanna87,1005314594,6.403688524590164e-05,9.229140561012385e-07,1.570485166078668e-05
daryljackson,1074280473,6.403688524590164e-05,5.522768639550328e-10,1.684097786177141e-05
prichard,1013928925,0.00010672814207650273,5.406961607823947e-10,2.7810881556610428e-05
thomasjane,1027796721,4.269125683060109e-05,5.397682775976174e-10,1.1684360594388606e-05
dawn61,1092373264,4.269125683060109e-05,5.273680785251981e-10,1.1997302632273352e-05
julietucker,1042569284,4.269125683060109e-05,5.28898710072637e-10,1.1554897459860584e-05
patrickfriedman,1084038264,4.269125683060109e-05,5.284393616582221e-10,1.1602057918732935e-05
sarahlane,1076728460,6.403688524590164e-05,4.173179047500718e-11,1.6089018970246975e-05
jeff37,1018765074,6.403688524590164e-05,2.911596971510473e-11,1.710458721679309e-05
carrolllori,1092301796,0.00010672814207650273,4.274342234932333e-11,2.5607971547498346e-05
dholmes,1098642836,4.269125683060109e-05,2.8989311006398915e-11,1.1488217032244158e-05
velezsandra,1039965326,0.00012807377049180329,3.084887852875532e-11,3.1843764121704347e-05
sandy76,1076568326,0.00017076502732240437,6.021677877567214e-11,4.006823856390932e-05
goodwinmaria,1016524893,0.00010672814207650273,2.973440432198716e-11,2.6692825873080113e-05
reneetrujillo,1063103389,4.269125683060109e-05,1.7357494308597373e-11,1.1580758296793448e-05
uhouston,1005947204,4.269125683060109e-05,1.5887690640587527e-11,1.1821817411095355e-05
jenniferwillis,1097244567,6.403688524590164e-05,2.2696618832416077e-11,1.702204516494684e-05
qlawrence,1012658654,6.403688524590164e-05,4.6476130183644784e-11,1.7090141755483312e-05
fwood,1018271085,4.269125683060109e-05,4.623524325613553e-11,1.1475093503917772e-05
stephenfrye,1082622336,4.269125683060109e-05,1.6238031259328232e-11,1.2259628776567931e-05
andre59,1065319149,4.269125683060109e-05,1.7357494308597373e-11,1.1580758296793448e-05
rogersdaniel,1014925861,4.269125683060109e-05,3.3183558985774834e-11,1.1884871268242765e-05
james34,1031271316,4.269125683060109e-05,2.732428754308918e-11,1.1884755899143692e-05
leahcase,1088943099,4.269125683060109e-05,1.4599110096587395e-11,1.2173044199988332e-05
nicoleramsey,1070284107,6.403688524590164e-05,5.23857222020817e-10,1.7085566596216664e-05
huangscott,1092080787,0.00010672814207650273,3.381315352949855e-11,2.6542800252699245e-05
ltorres,1041903369,6.403688524590164e-05,1.1674801227973812e-08,1.673406104911208e-05
dmercado,1082132601,4.269125683060109e-05,1.7246768363803192e-12,1.210467750907971e-05
patricia76,1089113179,4.269125683060109e-05,1.4660911557209198e-11,1.1820104161376292e-05
justin82,1038792845,6.403688524590164e-05,1.3538597363004794e-11,1.7537951984544636e-05
valdezjennifer,1094330726,4.269125683060109e-05,1.3575677095763543e-11,1.1888978756026605e-05
omartin,1015345343,4.269125683060109e-05,2.623831624269084e-11,1.2046622400143686e-05
jeremy23,1032582663,4.269125683060109e-05,2.7684102545044668e-11,1.1746763113308366e-05
martinpeterson,1024034390,0.00012807377049180329,3.37816951931928e-11,3.250953799417273e-05
hillsharon,1063358356,4.269125683060109e-05,1.522473482307678e-11,1.177504609628524e-05
gpowers,1025693910,4.269125683060109e-05,2.6840660848949002e-11,1.1608520905895085e-05
jameshall,1054161554,6.403688524590164e-05,2.904111643098759e-10,1.6785977978927692e-05
johnsoncorey,1000147071,4.269125683060109e-05,1.4586250338013914e-11,1.1942907069346626e-05
qgomez,1084709834,8.538251366120219e-05,1.49934844396693e-11,2.2975842337465166e-05
debracarey,1042017350,4.269125683060109e-05,2.6317953402409465e-11,1.232885260162104e-05
tarapollard,1020105855,0.00017076502732240437,2.98953967004915e-11,4.0459874399436104e-05
sweeneyscott,1032028130,4.269125683060109e-05,1.488437931232269e-11,1.2202051786983511e-05
christopher62,1057744570,4.269125683060109e-05,1.7340325416589144e-12,1.2280211743457655e-05
mccoyanthony,1081617603,4.269125683060109e-05,1.0097015863615886e-12,1.2630233558117936e-05
sandramacias,1012402087,4.269125683060109e-05,1.3090878061311695e-11,1.2632408137849664e-05
jeffreydouglas,1075136496,6.403688524590164e-05,2.1079733344898658e-12,1.7273184424045007e-05
cassandra44,1020748234,0.00010672814207650273,1.5178375824246795e-11,2.764007494318054e-05
mistywilliams,1090165062,6.403688524590164e-05,3.87622430106052e-12,1.716947339640888e-05
emorgan,1037585669,8.538251366120219e-05,2.4500042039101577e-12,2.2861728676930546e-05
carsonjohn,1098814581,8.538251366120219e-05,5.172169992840945e-10,2.270021375221929e-05
joshua84,1084574413,4.269125683060109e-05,1.3468980901730158e-11,1.2248281512452743e-05
williamstanya,1046462710,8.538251366120219e-05,4.4566076620705796e-11,2.1910039095457532e-05
paul87,1075465851,8.538251366120219e-05,3.893886320166654e-11,2.172154430138558e-05
andersondebra,1057434153,4.269125683060109e-05,2.6079635783254347e-11,1.2275960704821729e-05
ashleywilson,1078154593,4.269125683060109e-05,5.289825528694883e-10,1.1962243691502424e-05
zacharynguyen,1060224591,6.403688524590164e-05,3.145865616560114e-11,1.745006489443026e-05
uoconnor,1064909594,4.269125683060109e-05,4.338580778996358e-11,1.218545286367509e-05
cwilson,1072526561,4.269125683060109e-05,1.3164453636877576e-11,1.2121713892927806e-05
pfranklin,1096554746,4.269125683060109e-05,1.3379535897366784e-11,1.2671821156248431e-05
kennethallen,1050999289,4.269125683060109e-05,1.5260975852828974e-12,1.2073838924044114e-05
obryan,1015062655,4.269125683060109e-05,1.4163870442283745e-11,1.2193185395548231e-05
lbecker,1061506466,4.269125683060109e-05,1.429639473572124e-12,1.3346861686745854e-05
ramirezryan,1067298649,4.269125683060109e-05,1.343518588920943e-11,1.2714357132510307e-05
anelson,1085275646,4.269125683060109e-05,1.3134762983340783e-11,1.2688148656896425e-05
nkirby,1075022491,4.269125683060109e-05,6.777575867915979e-13,1.2978508798743699e-05
howardkim,1090262019,4.269125683060109e-05,7.853472204400148e-10,1.2509019306467378e-05
robin72,1090098455,4.269125683060109e-05,2.494329052558653e-11,1.2699340151601405e-05
hernandeztimothy,1045535826,4.269125683060109e-05,8.550895470304205e-13,1.2506745762669064e-05
bryantmary,1077637779,4.269125683060109e-05,1.1379051860893735e-12,1.2571992090268802e-05
williamduke,1071235859,4.269125683060109e-05,1.8351427276379415e-11,1.2602065547359231e-05
taylorjustin,1018706366,6.403688524590164e-05,3.172290330699284e-08,1.6866645221358917e-05
maria97,1020717947,4.269125683060109e-05,1.2834283978041617e-11,1.2597016245766142e-05
carolinewilson,1029609132,4.269125683060109e-05,1.2715410587822138e-11,1.2801704406541482e-05
longfrancis,1001193508,4.269125683060109e-05,1.405896435024637e-11,1.2998896332645974e-05
daviddelacruz,1098363829,4.269125683060109e-05,1.3476116995819714e-11,1.3452819691621288e-05
kathrynhendrix,1046775258,4.269125683060109e-05,1.2783112776204249e-11,1.3348514284164381e-05
lindadavis,1079471763,6.403688524590164e-05,4.950878999737067e-07,1.7326901825154873e-05
sherrycrawford,1042836226,0.0004269125683060109,5.2507330863901087e-05,9.188693839535385e-05
jonesadam,1057540904,0.0002774931693989071,1.2214432104301645e-05,6.364815998673414e-05
xtran,1082110837,0.0005336407103825137,6.046814111443053e-05,0.00011451591230228898
eboyle,1025227827,0.0003628756830601093,0.00042898069588816835,7.937562485700586e-05
edwardscraig,1093603379,0.00029883879781420766,0.00041733737283837274,6.657263067397664e-05
vstewart,1053740255,0.0004055669398907104,0.00041005123065103005,8.975270275166694e-05
frank87,1029327117,6.403688524590164e-05,2.038458348416834e-05,1.5644982022668907e-05
wmyers,1020383874,0.00014941939890710383,0.0003972052042461289,3.327455788109486e-05
eatonlori,1079253094,8.538251366120219e-05,1.1388448240019168e-05,2.0916004755593506e-05
tgriffith,1036600253,0.00014941939890710383,1.1217621538103143e-05,3.484531673309879e-05
charlespollard,1040524007,8.538251366120219e-05,1.0946713889808484e-05,2.1327651577796784e-05
jennifercameron,1095257001,4.269125683060109e-05,1.7079527578790385e-06,1.1503470675142538e-05
carrie65,1028636253,8.538251366120219e-05,2.0282410131102016e-05,2.101627926109853e-05
april17,1077285560,4.269125683060109e-05,1.1198098516374193e-05,1.1587095945371727e-05
ashleywalters,1030566776,0.00010672814207650273,1.9799367334721794e-06,2.6175266299401397e-05
dturner,1062755030,4.269125683060109e-05,2.6668444618833455e-06,1.1173875027770175e-05
edwardskatherine,1095957943,4.269125683060109e-05,2.6668444618833455e-06,1.1173875027770175e-05
wrodriguez,1059514447,4.269125683060109e-05,1.1067622560027142e-05,1.1335599893248989e-05
ashley35,1038158518,6.403688524590164e-05,1.5288833522506532e-06,1.688554020479752e-05
jarvislori,1009076120,4.269125683060109e-05,1.7027647691159482e-06,1.2006243474211717e-05
brendabush,1088884838,4.269125683060109e-05,0.0003943378805270411,1.1349606530409211e-05
alexrodriguez,1030824405,0.00017076502732240437,1.2026453643101035e-05,3.9135882904711374e-05
frederickwoods,1063583812,8.538251366120219e-05,1.9505983699356626e-06,2.13929002036227e-05
jordanalan,1051462240,0.00012807377049180329,1.0527902728020982e-06,3.15172357726057e-05
prichards,1034581554,4.269125683060109e-05,1.0116455819088274e-05,1.1582797996393887e-05
elizabeth24,1080842484,8.538251366120219e-05,1.0628864108701028e-05,2.1764456966739775e-05
chasewilliams,1098500198,6.403688524590164e-05,3.1292094052228697e-07,1.7247945169605477e-05
ramirezmichael,1044567795,4.269125683060109e-05,5.216394262601136e-07,1.1655410100807923e-05
james24,1007421366,4.269125683060109e-05,9.835773186290802e-06,1.177621205608114e-05
patrick78,1018229674,4.269125683060109e-05,3.348603433246621e-07,1.2051734601962009e-05
james28,1072479932,4.269125683060109e-05,2.900458507512417e-07,1.2386191245949928e-05
ballardcaroline,1038873065,8.538251366120219e-05,0.00039567568436607256,2.0330493550269373e-05
browncharles,1093574518,0.00014941939890710383,0.0004054431821934427,3.5237735511027885e-05
crystalrangel,1066882131,0.00014941939890710383,1.178959045420524e-05,3.451915878192503e-05
ytucker,1087822643,8.538251366120219e-05,1.110915499449051e-05,2.1021538730098147e-05
dwashington,1053353179,0.00017076502732240437,2.4269350935442574e-06,4.025938149562879e-05
pamela71,1079682702,4.269125683060109e-05,1.7056619494042018e-06,1.1391917718866007e-05
gjoseph,1037557525,6.403688524590164e-05,1.096749376106767e-05,1.6142968317006204e-05
towens,1065237136,0.00010672814207650273,0.0003956524791920319,2.57683561175972e-05
stanley55,1095953398,0.00012807377049180329,1.936863512778794e-06,3.157012349933746e-05
frostjoshua,1033341512,4.269125683060109e-05,1.4463785474187566e-06,1.1578695987688885e-05
thomas67,1035691059,4.269125683060109e-05,1.6858183031073231e-06,1.18073921256062e-05
ihill,1015756732,4.269125683060109e-05,1.6571544750819734e-06,1.2064415341203332e-05
qlamb,1098150616,4.269125683060109e-05,1.8978440110932862e-06,1.1941711305219921e-05
samuelgarcia,1031613943,4.269125683060109e-05,1.1530437028061668e-05,1.1193049145555865e-05
jay19,1052349270,4.269125683060109e-05,1.4497973152804515e-06,1.1598420649490512e-05
cartermegan,1070514493,4.269125683060109e-05,1.71124027688784e-06,1.133999590535455e-05
wgarcia,1064683727,4.269125683060109e-05,1.4522491509868902e-06,1.1885746953439633e-05
ann50,1063186345,0.00034153005464480874,0.0008215046484433832,7.65440458331103e-05
kevin10,1058496671,0.00010672814207650273,0.016659695388603766,2.3662725393977583e-05
dicksoncorey,1059554153,8.538251366120219e-05,2.018567774138222e-05,2.1210357150041795e-05
bradleyjennifer,1095859119,0.00021345628415300546,2.0641086378851335e-05,4.9026497207066454e-05
tlin,1070197230,0.00010672814207650273,1.1055566920543928e-05,2.619054247857848e-05
grahamallen,1025351490,8.538251366120219e-05,1.0621664029566178e-05,2.1709460478463047e-05
aaron01,1007804197,6.403688524590164e-05,1.01601562521828e-05,1.7064088688124903e-05
frederickwalker,1003080093,0.00010672814207650273,1.9926319861066963e-05,2.6253573243845053e-05
mackmichael,1091305919,8.538251366120219e-05,1.0604951798973337e-05,2.1680505603965836e-05
amandahaas,1016242504,4.269125683060109e-05,1.965053249340799e-05,1.1548188070721931e-05
veronicaford,1065234751,6.403688524590164e-05,0.0004036746417388556,1.676025882750525e-05
chapmanoscar,1015832777,4.269125683060109e-05,1.0367737177156721e-05,1.1461278439716414e-05
brianbowman,1079882406,4.269125683060109e-05,1.945597439086911e-05,1.1157379797983036e-05
lwilliams,1076441268,0.00014941939890710383,1.9848008295236067e-05,3.524169755183399e-05
kaitlynbright,1044868461,4.269125683060109e-05,9.87416774382163e-06,1.185095035653142e-05
diazsteven,1043913743,0.00010672814207650273,0.016659967686631475,2.543157567701324e-05
john81,1012874917,4.269125683060109e-05,1.0298622109237082e-05,1.2103436170698737e-05
megan42,1018020274,4.269125683060109e-05,9.874860558029507e-06,1.2035330373056144e-05
vchristian,1076356862,4.269125683060109e-05,1.03021906140142e-05,1.2095841160174654e-05
hayesjohnny,1088205649,4.269125683060109e-05,1.0315468421446983e-05,1.1565911926632722e-05
veronica63,1077323755,0.00010672814207650273,0.00042285400530633405,2.5104497355274653e-05
taylorbrittany,1025442073,6.403688524590164e-05,9.944162875176022e-06,1.6598173761145e-05
james58,1040034018,8.538251366120219e-05,1.926694923801787e-05,2.07665080022037e-05
robert15,1096413638,0.00012807377049180329,9.968231981818482e-06,3.2032106446805256e-05
ronald85,1095891380,0.00010672814207650273,9.729655816369912e-06,2.746497921509731e-05
onorton,1064854938,4.269125683060109e-05,1.0106455358525402e-05,1.1987631740165463e-05
frankdavid,1070537328,4.269125683060109e-05,9.68087047632664e-06,1.1856781958737626e-05
jacob03,1045021597,4.269125683060109e-05,9.674040554316406e-06,1.2077755057958458e-05
karen72,1032076591,4.269125683060109e-05,1.0119367785037577e-05,1.1995434814106115e-05
dmccarthy,1003338191,8.538251366120219e-05,0.01664966043338768,1.988245155707366e-05
jarnold,1098251224,4.269125683060109e-05,9.66903230154425e-06,1.1944852451286754e-05
shelby09,1031967935,0.000234801912568306,2.0722720354384797e-05,5.405389169917656e-05
danielleoconnor,1035007886,0.00012807377049180329,2.0129453394978703e-05,3.155913240718221e-05
ocooper,1098214017,8.538251366120219e-05,0.016659338097569667,2.030055292051062e-05
sross,1052435965,0.00010672814207650273,2.0364539436495906e-05,2.490747854682428e-05
qdavis,1034428750,8.538251366120219e-05,1.9625111378032142e-05,2.177747325207089e-05
mercerkevin,1007551665,6.403688524590164e-05,2.007805689255918e-05,1.643609127591237e-05
toddcrawford,1024093124,6.403688524590164e-05,1.9628226826794898e-05,1.6787760911304638e-05
othomas,1013356604,6.403688524590164e-05,1.9837715697338345e-05,1.675352076682235e-05
susan30,1057607608,4.269125683060109e-05,1.983296277411459e-05,1.1404158245681708e-05
jpayne,1047667667,4.269125683060109e-05,1.9814024706096798e-05,1.1967284437150154e-05
david77,1067770854,6.403688524590164e-05,0.016650270231557802,1.5064763448538615e-05
zachary95,1026608910,4.269125683060109e-05,1.982089819679866e-05,1.1953663429987523e-05
wwhite,1096525565,4.269125683060109e-05,1.9363135451873053e-05,1.2082508777333229e-05
angelacarr,1016523774,0.00010672814207650273,9.887262979687889e-06,2.510499716879611e-05
vgibson,1058420217,4.269125683060109e-05,9.829490433984795e-06,1.1640137537637966e-05
travisrobinson,1036013952,8.538251366120219e-05,0.00039450444148605605,2.124463517207446e-05
imckinney,1051766695,8.538251366120219e-05,1.8640221862324645e-05,2.1460263583963962e-05
rodriguezashley,1025290885,0.00017076502732240437,0.0004043590073740515,3.943355237801049e-05
jparker,1047711759,4.269125683060109e-05,9.782300539880855e-06,1.234663743897035e-05
cindysandoval,1073462898,4.269125683060109e-05,9.798424006317534e-06,1.2276426894332688e-05
matthew73,1046236790,6.403688524590164e-05,1.0269179830891797e-05,1.636271012883348e-05
mitchelljessica,1055972516,6.403688524590164e-05,7.628907085100031e-07,1.692264919715036e-05
zroberts,1004963586,4.269125683060109e-05,3.128056623123314e-07,1.1735412748497876e-05
laurie84,1004550738,6.403688524590164e-05,3.1281037965633847e-07,1.7178082427349577e-05
paynemary,1061820514,4.269125683060109e-05,7.467702453998952e-07,1.172151336623837e-05
lydiaolson,1095105097,6.403688524590164e-05,9.517665701522876e-07,1.745662621061726e-05
mark77,1096870337,4.269125683060109e-05,7.560101767018603e-07,1.1688763732773449e-05
bakerkurt,1039114454,0.00010672814207650273,1.231942686989777e-06,2.6552099159204623e-05
oscarcampbell,1020325502,0.00010672814207650273,7.65237774535987e-07,2.7604967652781683e-05
emilyparks,1062978648,6.403688524590164e-05,5.501810151590237e-07,1.687268572153636e-05
jeffreyrice,1018151300,4.269125683060109e-05,7.399258950823079e-07,1.2221921539620272e-05
crosscharles,1035570064,0.00014941939890710383,1.0295308236884808e-06,3.6167098474351436e-05
jamesryan,1097180094,6.403688524590164e-05,5.517713285069234e-07,1.6621847044870374e-05
susanlee,1039483994,4.269125683060109e-05,4.882628640597507e-07,1.2392745963257744e-05
ibennett,1093668333,0.00017076502732240437,8.035303977282645e-07,4.0476208841483654e-05
dixonmichael,1008694350,4.269125683060109e-05,2.8460402214412586e-07,1.2391845492402003e-05
ynelson,1083416802,4.269125683060109e-05,9.57712300028051e-07,1.1762407982635714e-05
wtaylor,1028870738,4.269125683060109e-05,1.0429098065584132e-05,1.2354932222821475e-05
ashley15,1092740624,6.403688524590164e-05,5.47334122739068e-07,1.6707225780408768e-05
briannawalker,1038799702,4.269125683060109e-05,9.698664514174828e-07,1.1680927346771115e-05
benjaminbryant,1041359347,4.269125683060109e-05,4.965274312859492e-07,1.2364617775938238e-05
nicholas03,1057450930,8.538251366120219e-05,9.800401182944622e-06,2.2457570788206127e-05
holmesashley,1012045718,6.403688524590164e-05,1.9077005334493007e-05,1.6723093211167824e-05
danielleking,1072285872,8.538251366120219e-05,9.820604430478501e-06,2.2423114329671004e-05
kennethharper,1085007096,4.269125683060109e-05,2.885188218016693e-07,1.237943750349893e-05
peterharrison,1066375006,4.269125683060109e-05,5.218083683674396e-07,1.258435371650666e-05
jonesjeremy,1013830352,4.269125683060109e-05,7.361008883744578e-07,1.2344367640282084e-05
jason42,1063518094,4.269125683060109e-05,0.00039380572290176753,1.1804654944338888e-05
kristenparks,1040347644,6.403688524590164e-05,4.332200097128161e-08,1.7431174429124708e-05
jmack,1071159082,4.269125683060109e-05,4.902067135704369e-07,1.2584522396801029e-05
vmorgan,1081122681,4.269125683060109e-05,4.905494506490583e-07,1.2522504016375158e-05
yparrish,1016643579,6.403688524590164e-05,9.313910955460581e-06,1.751693573110355e-05
rosejack,1069362688,4.269125683060109e-05,2.6924283445228124e-07,1.2201633887015258e-05
dixoncandace,1046621769,6.403688524590164e-05,7.702328000988179e-08,1.7268807228570125e-05
mccormickcarla,1032665364,4.269125683060109e-05,6.901913779916154e-07,1.2348476097404377e-05
daniellewelch,1045152127,4.269125683060109e-05,4.6502778815685097e-07,1.2705656579433497e-05
garciapamela,1035930781,8.538251366120219e-05,7.39325372931594e-07,2.3031012925922706e-05
melissawelch,1066003428,4.269125683060109e-05,2.809388499477503e-07,1.2313041858362612e-05
emily05,1079915313,4.269125683060109e-05,2.3792792293156053e-07,1.2922797417390216e-05
parrishstefanie,1090417208,4.269125683060109e-05,2.6890321776199974e-07,1.2630966472605043e-05
aprilburns,1064270519,4.269125683060109e-05,4.9049418497357576e-08,1.2286354143277074e-05
christopherstevenson,1004905273,4.269125683060109e-05,2.7456439204951854e-07,1.2266489125694207e-05
raymond50,1025673174,4.269125683060109e-05,4.8809577317919e-07,1.2667202725717363e-05
scott89,1048647805,4.269125683060109e-05,2.3707561184863243e-07,1.3029862849194169e-05
douglas66,1093021873,6.403688524590164e-05,9.372687625512715e-06,1.7381257707158766e-05
acooper,1027975787,4.269125683060109e-05,4.526522726233045e-07,1.316415189974989e-05
parsonsamanda,1093755671,4.269125683060109e-05,0.00039378187213047033,1.194096016281782e-05
ayalakenneth,1017010034,4.269125683060109e-05,5.34244585354605e-08,1.2761395667095516e-05
russellgregory,1039369188,4.269125683060109e-05,9.7377416474235e-06,1.2825310252255282e-05
ryan27,1050733010,0.0007897882513661202,2.276960953362904e-05,0.00016791943496819313
sandovaltara,1036891314,0.0004909494535519126,0.00042006215877978404,0.00010412145996191282
stephenskenneth,1046868020,4.269125683060109e-05,1.933551728055583e-06,1.0611468401748839e-05
kristawilliams,1000540958,0.000234801912568306,2.0918562573264366e-05,5.093710451130455e-05
stephen82,1063515956,0.00012807377049180329,1.5205007882179198e-06,2.9697121247238405e-05
lhernandez,1053183738,0.00017076502732240437,1.0391608603726358e-05,3.888483486358536e-05
dillonjennifer,1030479606,8.538251366120219e-05,1.0383696733746385e-06,2.1353254309591764e-05
james88,1042421528,0.00034153005464480874,0.00039850097953749125,7.325381165972752e-05
victoriacampbell,1087657522,0.00029883879781420766,2.1262987196883072e-05,6.57791018830943e-05
jason82,1021239129,0.00010672814207650273,1.4540469053601512e-06,2.5426385138013343e-05
smithjoshua,1065311985,0.00010672814207650273,1.0497049915621366e-05,2.4429429337444736e-05
edgar29,1044929608,0.00014941939890710383,1.0578894844732258e-05,3.5138645681304045e-05
travisholloway,1052056276,4.269125683060109e-05,9.920887640245082e-06,1.1126883934379937e-05
johnflowers,1053898848,0.00014941939890710383,1.0473893977008532e-06,3.4463759461602044e-05
robertsbrenda,1038431527,0.00010672814207650273,1.0439886383833568e-05,2.4981129647744326e-05
